name,rating,reviews,avg_salary,description
Manjushree Technopack,3.5,623,2.8k,Bengaluru +35 other locations
Sapphire Foods India,3.8,623,2k,Hospitality | Mumbai +66 other locations
SOLAR INDUSTRIES INDIA,3.6,623,3k,Defence & Aerospace | Nagpur +39 other locations
Sapphire Foods India,3.8,623,2k,Hospitality | Mumbai +66 other locations
Tecnimont,3.9,622,2.8k,Engineering & Construction | Mumbai +29 other locations
IDBI Intech Limited,3.2,622,3k,IT Services & Consulting | Mumbai +28 other locations
Crowne Plaza,4.1,623,1.3k,Hospitality | New Delhi +36 other locations
Suma Soft,3.5,622,3.2k,IT Services & Consulting | Pune +11 other locations
Serum Institute of India,4.1,620,3.3k,Biotechnology | Pune +26 other locations
Sasken,3.6,620,4.3k,IT Services & Consulting | Bengaluru +12 other locations
Karvy Stock Broking,3.6,620,1.5k,Hyderabad +106 other locations
Motilal Oswal Wealth Management,4.4,621,398,Financial Services | Mumbai +26 other locations
Kiya.ai,3.9,620,4.2k,IT Services & Consulting | Mumbai +18 other locations
IRB Infrastructure,3.9,619,1.4k,Engineering & Construction | Mumbai +72 other locations
Maharashtra Seamless,3.5,619,2.2k,Building Material | Mumbai +25 other locations
Medcode,3.8,619,425,IT Services & Consulting | Hyderabad +10 other locations
Shriram Automall,4.0,617,1.3k,Internet | New Delhi +109 other locations
Trigent Software,3.4,617,3.9k,IT Services & Consulting | Bengaluru +29 other locations
Emids Technologies Limited,3.6,617,5.1k,IT Services & Consulting | Bengaluru +9 other locations
Pyramid IT Consulting,3.1,616,2.8k,Recruitment | Noida +25 other locations
Super Smelters,3.7,615,2.1k,Iron & Steel | Asansol +24 other locations
Hamilton Housewares,3.8,615,2.7k,Consumer Electronics & Appliances | Mumbai +54 other locations
Okaya Power,3.8,616,2.2k,Electrical Equipment | New Delhi +87 other locations
Central Reserve Police Force,4.6,615,1.3k,Government | New Delhi +95 other locations
Vedanta Limited,3.8,615,2.7k,Metals & Mining | Lanjigarh +54 other locations
Aster Dm Healthcare,3.7,615,2.9k,Healthcare | Bengaluru +39 other locations
CSM Technologies,4.0,615,2.1k,IT Services & Consulting | Bhubaneswar +22 other locations
Action Tesa,3.9,614,1.4k,Building Material | Sitarganj +62 other locations
Nucleus Software Exports,3.4,614,4.2k,Software Product | Noida +12 other locations
Renovision Automation Services,3.3,614,1.9k,IT Services & Consulting | New Delhi +71 other locations
Blackrock,3.5,616,7.3k,Financial Services | Gurugram +18 other locations
HDFC Asset Management Company,4.1,613,2.5k,Financial Services | Mumbai +139 other locations
Royaloak Incorporation,3.6,614,1.6k,Furniture & Furnishing | Bengaluru +47 other locations
Schwing Stetter,3.8,613,2.6k,Industrial Machinery | Chennai +44 other locations
Kajaria Ceramics,3.9,613,2.1k,Building Material | New Delhi +83 other locations
Shivam Autotech,3.6,613,2.3k,Auto Components | Gurugram +21 other locations
Sapiens,3.1,613,5.4k,Software Product | Bengaluru +8 other locations
Myk Laticrete,3.9,612,2.2k,Building Material | Hyderabad +88 other locations
Hitachi Systems Micro Clinic,4.0,612,2.7k,IT Services & Consulting | Mumbai +78 other locations
EaseMyTrip.com,4.1,612,1.4k,Internet | New Delhi +10 other locations
Dr. Batras' Positive Health Clinic,3.8,612,1.1k,Healthcare | Mumbai +88 other locations
Einfochips,3.5,612,3.9k,IT Services & Consulting | Ahmedabad +13 other locations
ThoughtWorks,3.9,611,7k,IT Services & Consulting | Bengaluru +11 other locations
ThoughtWorks,3.9,611,7k,IT Services & Consulting | Bengaluru +11 other locations
Sintex Industries,3.9,611,2k,Industrial Machinery | Ahmedabad +58 other locations
Kirloskar Ferrous Industries,3.7,610,2.2k,Iron & Steel | Koppal +22 other locations
Avaada Group,4.3,611,2.2k,Power | Noida +68 other locations
Agrostar,4.0,610,1.6k,Internet | Pune +52 other locations
Cashify,3.8,610,2.7k,Internet | Gurugram +58 other locations
Finastra,3.7,610,4.5k,Software Product | Bengaluru +13 other locations
Fiem Industries,3.6,609,2.7k,Auto Components | Hosur +29 other locations
Mavenir Systems,3.3,610,3.7k,IT Services & Consulting | Bengaluru +19 other locations
Gestamp,3.6,609,2.1k,Auto Components | Pune +14 other locations
Godrej Industries,4.0,608,2.8k,Real Estate | Mumbai +68 other locations
Vyapar,3.6,610,2.3k,Software Product | Bengaluru +40 other locations
Sudarshan Chemical Industries,3.9,608,2.7k,Chemicals | Roha +25 other locations
BMC Software,4.0,607,3.9k,Software Product | Pune +10 other locations
Family Health Plan,3.7,607,2.1k,Insurance | Hyderabad +36 other locations
Holiday Inn,4.0,606,1.4k,Hospitality | New Delhi +61 other locations
Finolex Industries,3.7,607,2.4k,Building Material | Pune +71 other locations
ITC Limited Foods Division,3.9,606,2k,Food Processing | Bengaluru +74 other locations
Nspira Management Services,3.7,606,2.5k,Management Consulting | Hyderabad +59 other locations
Mrs Bector's Food Specialities,3.8,606,1.9k,Food Processing | Greater Noida +88 other locations
Royal Caribbean International,4.2,605,713,Sports & Recreation | Mumbai +26 other locations
Ongc Petro Additions,4.1,605,3.3k,Petrochemicals | Bharuch +29 other locations
BT E Serv,3.9,605,2.7k,BPO | Kolkata +6 other locations
MothersonSumi INfotech & Designs,3.4,604,3.6k,IT Services & Consulting | Noida +18 other locations
Vyapar,3.6,608,2.3k,Software Product | Bengaluru +40 other locations
Cyfuture,3.0,603,2.7k,IT Services & Consulting | Noida +37 other locations
CSG International,3.4,603,4.3k,IT Services & Consulting | Bengaluru +13 other locations
Grab A Grub Services,3.9,603,1.9k,Logistics | Mumbai +115 other locations
Rocket India,4.0,602,3.6k,Financial Services | Chennai +11 other locations
Jain Irrigation Systems,3.6,603,1.9k,Agriculture | Jalgaon +89 other locations
Carnival Cruise Lines,4.2,601,684,Sports & Recreation | Mumbai +31 other locations
Polaris Consulting,4.2,601,2.8k,IT Services & Consulting | Hyderabad +18 other locations
Infinity Learn,4.2,602,2k,EdTech | Hyderabad +18 other locations
Dhani Services,3.7,601,1.2k,Mumbai +80 other locations
DHL Global Forwarding,3.9,601,3.1k,Logistics | Chennai +21 other locations
Blackberrys,3.7,600,1.8k,Fashion & Textile | Gurugram +92 other locations
Bharat Biotech International,3.1,600,2.2k,Biotechnology | Hyderabad +29 other locations
Hpl Electric & Power,3.7,600,2.2k,Electrical Equipment | Gurugram +70 other locations
AML RightSource,2.6,601,3.5k,IT Services & Consulting | New Delhi +9 other locations
Jayaswal Neco Industries,4.1,601,2.1k,Iron & Steel | Raipur +31 other locations
Sterling Oil Exploration & Energy Production,3.5,601,1.3k,Oil & Gas | Lagos +23 other locations
Toyoda Gosei Minda,4.2,599,1.8k,Auto Components | Neemrana +24 other locations
VDA Infosolutions,3.8,599,1.9k,IT Services & Consulting | Pune +34 other locations
Anmol Industries,3.9,598,1.8k,FMCG | Kolkata +88 other locations
Heidelberg Cement,4.0,599,1.9k,Building Material | Damoh +79 other locations
HashedIn by Deloitte,3.8,598,5.8k,IT Services & Consulting | Bengaluru +16 other locations
IKEA,4.0,597,2.2k,Retail | Bengaluru +24 other locations
Varindera Constructions,4.4,598,1.3k,Engineering & Construction | New Delhi +26 other locations
Jubilant Agri and Consumer Products,4.0,597,1.9k,Chemicals | Gurugram +114 other locations
Vedang Cellular Services,3.8,595,1.7k,Telecom | Mumbai +69 other locations
Ofbusiness,3.0,595,2.6k,Internet | Gurugram +42 other locations
Eli Lilly and Company,3.3,597,4.8k,Pharma | Bengaluru +19 other locations
APL Apollo Tubes,4.0,595,1.9k,Iron & Steel | Raipur +47 other locations
Columbia Asia,4.6,594,1.4k,Healthcare | Bengaluru +18 other locations
Ugam Solution,3.6,594,3.4k,IT Services & Consulting | Mumbai +14 other locations
United Colors of Benetton,4.4,593,1.4k,Fashion & Textile | Gurugram +74 other locations
Lulu International Shopping Mall,3.7,593,2.5k,Retail | Bengaluru +42 other locations
Medley Pharmaceuticals,3.9,593,1.8k,Pharma | Mumbai +76 other locations
Maxicus,4.0,593,717,BPO | Vadodara +15 other locations
Sanghi Industries,4.0,592,2.2k,Building Material | Ahmedabad +29 other locations
Bridge & Roof Co,3.4,592,2.5k,Engineering & Construction | Kolkata +64 other locations
SIS Prosegur Holdings,3.4,592,1.5k,Law Enforcement & Security | New Delhi +93 other locations
DealShare,3.5,591,2.6k,Internet | Bengaluru +43 other locations
Perficient,3.7,591,4.5k,IT Services & Consulting | Chennai +11 other locations
EdgeVerve Systems,3.2,591,4.1k,Software Product | Bengaluru +15 other locations
Pathkind Diagnostics Private Limited,4.0,591,1.8k,Healthcare | New Delhi +98 other locations
Consulting Engineers Group,4.0,593,1.7k,Engineering & Construction | Jaipur +70 other locations
Accion Labs,3.5,590,4.7k,IT Services & Consulting | Bengaluru +13 other locations
Inspira Enterprise India Limited,3.6,590,3.5k,IT Services & Consulting | Mumbai +35 other locations
IDP Education Limited,3.6,589,2.5k,Education & Training | Chennai +50 other locations
ShareChat,3.6,588,2.6k,Internet | Bengaluru +39 other locations
The Saraswat Co-operative Bank,3.2,589,3k,Banking | Mumbai +35 other locations
Vadilal Industries,4.1,588,1.7k,FMCG | Ahmedabad +84 other locations
Saudi Aramco,4.5,587,1.4k,Oil & Gas | Mumbai +38 other locations
Kellogg,4.2,587,2.2k,FMCG | Mumbai +84 other locations
Affinity Express,2.8,587,2.4k,Marketing & Advertising | Pune +12 other locations
Excitel Broadband,3.6,588,1.9k,Telecom | New Delhi +43 other locations
Orra Fine Jewellery,3.5,586,1.7k,Jewellery | Mumbai +51 other locations
HLL Lifecare,3.7,586,1.8k,Healthcare | Thiruvananthapuram +114 other locations
AVTEC,3.5,585,2.1k,Auto Components | Hosur +27 other locations
NLC India Limited,4.4,585,1.2k,Metals & Mining | Neyveli +27 other locations
Cvent,3.3,585,4.8k,Software Product | Gurugram +9 other locations
AVTEC,3.5,585,2.1k,Auto Components | Hosur +27 other locations
FNP,3.7,585,2.5k,Retail | New Delhi +19 other locations
Aurionpro Solutions,3.5,584,3.6k,Software Product | Mumbai +49 other locations
C5i,4.2,584,2.9k,Analytics & KPO | Bengaluru +16 other locations
Hettich,3.6,584,2.4k,Furniture & Furnishing | Mumbai +45 other locations
Maharashtra State Electricity Distribution Company,4.2,583,1.2k,Power | Pune +91 other locations
Apitoria Pharma,4.2,583,834,Pharma | Hyderabad +12 other locations
Pamac Finserve,3.2,583,1.7k,BPO | Mumbai +60 other locations
Efs Facilities Services,3.8,584,1.4k,Facility Management Services | New Delhi +60 other locations
Jindal Poly Films,3.7,583,2.4k,Packaging | Nashik +18 other locations
Gandhi Automations,4.0,582,1.3k,Industrial Machinery | Mumbai +24 other locations
BAXY Limited,4.1,583,2k,Auto Components | Bhiwadi +37 other locations
Expleo Group,3.5,584,5.7k,IT Services & Consulting | Pune +10 other locations
Coal India,3.9,581,1.9k,Metals & Mining | Kolkata +60 other locations
Colt Technology Services,4.2,581,3.3k,Hardware & Networking | Gurugram +13 other locations
PTC,4.2,580,3.9k,Software Product | Pune +39 other locations
Alcon,3.8,580,2.9k,Medical Equipment | Bengaluru +38 other locations
Capital Numbers Infotech,4.1,580,1.2k,IT Services & Consulting | Kolkata +9 other locations
Dr. Reddy's Foundation,3.7,579,1.7k,Non-Profit | Hyderabad +88 other locations
BEML,3.7,579,1.7k,Industrial Machinery | Bengaluru +36 other locations
Axiscades,3.1,579,3.8k,IT Services & Consulting | Bengaluru +13 other locations
Hilton,4.1,579,1.5k,Hospitality | Bengaluru +41 other locations
Jubilant Generics,4.0,578,2.3k,Pharma | Roorkee +24 other locations
Fenesta Building Systems,4.0,577,2k,Building Material | Gurugram +74 other locations
Allianz Services,4.1,577,2.4k,Insurance | Thiruvananthapuram +13 other locations
Country Delight,3.9,577,2.4k,Food Processing | Gurugram +36 other locations
Kauvery Hospital,4.0,579,2.2k,Healthcare | Chennai +20 other locations
PureSoftware,2.9,577,3.6k,Software Product | Noida +10 other locations
Iron Mountain Inc,3.7,577,3.1k,IT Services & Consulting | Bengaluru +49 other locations
Army Public School,4.0,577,1.2k,Education & Training | New Delhi +97 other locations
PayU Payments,3.3,576,4.3k,FinTech | Gurugram +22 other locations
GAMMON INDIA,3.7,576,1.1k,Engineering & Construction | Mumbai +72 other locations
HUDL,3.2,577,1.9k,Software Product | Mumbai +16 other locations
Quest Retail Private Limited,4.1,576,923,Retail | Gurugram +64 other locations
Crystal Crop Protection,3.9,575,1.8k,Agro Chemicals | New Delhi +89 other locations
Damco Solutions,3.5,575,2.2k,IT Services & Consulting | Noida +22 other locations
Prochant,3.8,574,2.4k,Analytics & KPO | Chennai +9 other locations
Icl Fincorp,4.7,573,616,NBFC | Thrissur +62 other locations
Icl Fincorp,4.7,573,616,NBFC | Thrissur +62 other locations
WayCool Foods and Products,3.4,572,2.8k,FMCG | Chennai +42 other locations
Maxop Engineering Co.,4.1,572,2.3k,Auto Components | Gurugram +17 other locations
AVIOM,4.0,571,1.2k,NBFC | New Delhi +188 other locations
J K Fenner,3.9,571,2k,Engineering & Construction | Chennai +56 other locations
Matrimonialsindia,4.9,571,117,Internet | New Delhi +1 other locations
Applied Materials,3.7,572,4.8k,Semiconductors | Bengaluru +11 other locations
Ambit Finvest,4.0,572,1.9k,NBFC | Mumbai +116 other locations
HBL Power Systems,4.0,570,2.2k,Electrical Equipment | Hyderabad +49 other locations
QSpiders,3.7,569,1.8k,Education & Training | Bengaluru +26 other locations
Jaipur Rugs,4.3,569,851,Fashion & Textile | Jaipur +20 other locations
McCain Foods,4.0,570,1.7k,FMCG | Mahesana +73 other locations
Pinnacle Infotech,3.4,568,2.8k,IT Services & Consulting | Durgapur +19 other locations
Empower,4.0,568,4.2k,Financial Services | Bengaluru +12 other locations
Laxmi Organic Industries,3.8,569,2.1k,Chemicals | Mahad +19 other locations
TSYS|Total System Services,4.1,568,4.3k,FinTech | Pune +11 other locations
Genesys International Corporation,3.4,568,2.4k,IT Services & Consulting | Mumbai +15 other locations
AVEVA,4.0,568,1.9k,Software Product | Hyderabad +14 other locations
ArcelorMittal,4.0,567,3.1k,Iron & Steel | Surat +50 other locations
Paras Dairy,3.4,567,1.6k,Food Processing | New Delhi +60 other locations
ArcelorMittal,4.0,567,3.1k,Iron & Steel | Surat +50 other locations
Lear Corporation,4.0,567,2.9k,Auto Components | Pune +19 other locations
Paras Dairy,3.4,567,1.6k,Food Processing | New Delhi +60 other locations
Baker Hughes,4.0,566,4.1k,Oil & Gas | Bengaluru +38 other locations
SAEL Industries Limited,4.0,566,2k,Power | New Delhi +65 other locations
"DATAMARK, Inc.",3.4,566,1.7k,BPO | Chennai +13 other locations
Toyota Industries Engine India,4.3,566,1.5k,Auto Components | Bengaluru +15 other locations
Micromax Informatics,3.9,566,1.3k,Consumer Electronics & Appliances | New Delhi +118 other locations
Dishman Carbogen Amcis,3.6,566,2.1k,Pharma | Ahmedabad +15 other locations
Voyants Solutions,3.7,566,1.7k,Engineering & Construction | Gurugram +96 other locations
Congruex Asia Pacific,3.7,565,2.3k,Engineering & Construction | Sahibzada Ajit Singh Nagar +24 other locations
Paramount Health Services Tpa,3.8,565,2.3k,Insurance | Mumbai +40 other locations
DB Schenker,4.3,565,2.3k,Logistics | Gurugram +40 other locations
Andritz Hydro Location India,3.9,566,2.8k,Industrial Machinery | Chennai +28 other locations
SoftAge Information Technology,3.6,565,947,IT Services & Consulting | Gurugram +127 other locations
Magma General Insurance Limited,3.8,564,2.3k,Insurance | Mumbai +87 other locations
BUSINESSNEXT,3.5,563,3.8k,Software Product | Noida +9 other locations
UTL Solar,3.6,563,1.8k,Electronics Manufacturing | New Delhi +80 other locations
Levi Strauss & Co.,4.2,563,2k,Fashion & Textile | Bengaluru +80 other locations
Vishwa Samudra Engineering,3.6,563,1.6k,Engineering & Construction | Hyderabad +45 other locations
Western Refrigeration,3.8,561,2.3k,Industrial Machinery | Vapi +43 other locations
Prestige Group,4.2,562,2.6k,Real Estate | Bengaluru +30 other locations
MR.DIY,3.4,560,1.5k,Retail | Mumbai +86 other locations
Marelli,3.5,560,2.8k,Auto Components | Gurugram +18 other locations
Mahendra NextWealth IT,3.4,559,1.9k,IT Services & Consulting | Salem +26 other locations
United Spirits,4.1,559,1.5k,Beverage | Bengaluru +95 other locations
Sandoz,4.0,559,2.4k,Pharma | Hyderabad +21 other locations
Artemis Hospitals,4.1,558,1.5k,Healthcare | Gurugram +20 other locations
Harman Finochem,3.6,558,2.8k,Pharma | Chhatrapati Sambhajinagar +14 other locations
Solara Active Pharma Sciences,3.7,558,2.8k,Pharma | Chennai +19 other locations
MITS Global Consulting,4.5,558,925,Recruitment | Mumbai +12 other locations
NAV Backoffice,3.8,558,2.4k,Accounting & Auditing | Jaipur +10 other locations
Titan Engineering & Automation,3.8,560,2.8k,Engineering & Construction | Hosur +18 other locations
Renault,4.0,557,1.9k,Automobile | Chennai +148 other locations
Unified Mentor,4.1,557,402,IT Services & Consulting | Bengaluru +45 other locations
Toothsi,2.7,557,2.2k,Internet | Mumbai +20 other locations
Navin Fluorine International,3.8,557,2.7k,Chemicals | Surat +17 other locations
Bajaj Consumer Care,3.8,557,1.4k,FMCG | Mumbai +112 other locations
Premier Energies,4.0,556,2k,Electronics Manufacturing | Hyderabad +26 other locations
LendingKart,3.6,556,2.6k,NBFC | Ahmedabad +46 other locations
Premier Energies,4.0,556,2k,Electronics Manufacturing | Hyderabad +26 other locations
Courtyard by Marriott,4.2,554,1.1k,Hospitality | Mumbai +41 other locations
Z X Learning,4.3,553,359,EdTech | Lucknow +89 other locations
Kirloskar Pneumatic,4.0,553,2.6k,Industrial Machinery | Pune +22 other locations
Herbalife International,4.0,553,2.6k,Healthcare | Bengaluru +85 other locations
Innominds Software,3.2,553,4.7k,IT Services & Consulting | Hyderabad +7 other locations
The Times of India,3.6,554,2.9k,Media & Entertainment | New Delhi +53 other locations
Carlsberg,3.9,552,1.8k,Beverage | Gurugram +67 other locations
FiveS Digital,3.3,552,1.5k,BPO | Jamshedpur +27 other locations
L & W Constructions,3.9,551,1.9k,Engineering & Construction | Bengaluru +19 other locations
Kellogg Brown and Root,4.1,551,2.3k,Engineering & Construction | Chennai +36 other locations
Practo,3.0,551,3k,Internet | Bengaluru +24 other locations
Bharat Fritz Werner,3.9,552,2.4k,Industrial Machinery | Bengaluru +18 other locations
GSPANN Technologies,4.1,550,3.6k,IT Services & Consulting | Hyderabad +9 other locations
Unimoni,3.8,550,2k,FinTech | Chennai +136 other locations
BLK Super Speciality Hospital,3.9,550,1.5k,Healthcare | New Delhi +16 other locations
Propertypistol Realty,3.8,550,2k,Internet | Mumbai +25 other locations
Hitachi Cash Management Services,3.2,550,1.3k,Other | Mumbai +103 other locations
Indecomm Global Services,4.1,550,2.6k,IT Services & Consulting | Bengaluru +13 other locations
Craftsman Automation,3.9,549,2.4k,Auto Components | Coimbatore +26 other locations
Virtual Employee,3.3,549,3.1k,Recruitment | Noida +22 other locations
WPP Media,3.6,550,4.1k,Marketing & Advertising | Gurugram +27 other locations
AM Infoweb,3.8,548,1.4k,BPO | Pune +8 other locations
Enco Engineers Combine,3.7,549,1.5k,Auto Components | Gurugram +17 other locations
Inox Wind,3.7,548,1.7k,Power | Noida +41 other locations
Macawber Beekay,4.2,548,1.7k,Industrial Machinery | Noida +56 other locations
My Home Constructions,4.3,547,2.2k,Real Estate | Hyderabad +19 other locations
Sulzer,3.9,546,2.7k,Industrial Machinery | Pune +26 other locations
RAK Ceramics,3.7,546,1.7k,Building Material | Mumbai +62 other locations
General Motors,4.0,545,2.1k,Automobile | Pune +35 other locations
IKF Finance,3.9,546,1.4k,NBFC | Hyderabad +131 other locations
Maini Precision Products,3.4,545,2.8k,Auto Components | Bengaluru +11 other locations
Gayatri Projects,3.9,545,1.8k,Engineering & Construction | Hyderabad +71 other locations
Utility Powertech,3.9,545,1.7k,Power | New Delhi +93 other locations
Haldiram Snacks,3.9,545,1.8k,Food Processing | Noida +69 other locations
Hi Tech Gears,3.9,543,2.1k,Auto Components | Bhiwadi +28 other locations
Yokohama,3.6,543,2.1k,Auto Components | Bahadurgarh +44 other locations
Fena,4.0,543,1.5k,FMCG | New Delhi +87 other locations
Offshore Infrastructures,4.2,543,1.7k,Engineering & Construction | Mumbai +52 other locations
RuralShores,3.6,543,1.1k,BPO | Bengaluru +47 other locations
